"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-2016","     7938.45","     7972.55","     7909.80","     7963.20","       64843836","         2613.91"
"04-Jan-2016","     7924.55","     7937.55","     7781.10","     7791.30","      138864905","         5897.08"
"05-Jan-2016","     7828.40","     7831.20","     7763.25","     7784.65","      149672973","         5948.51"
"06-Jan-2016","     7788.05","     7800.95","     7721.20","     7741.00","      151715828","         6722.17"
"07-Jan-2016","     7673.35","     7674.95","     7556.60","     7568.30","      194732861","         7803.21"
"08-Jan-2016","     7611.65","     7634.10","     7581.05","     7601.35","      162348690","         6753.57"
"11-Jan-2016","     7527.45","     7605.10","     7494.35","     7563.85","      194836791","         7327.15"
"12-Jan-2016","     7587.20","     7588.30","     7487.80","     7510.30","      168975973","         7071.48"
"13-Jan-2016","     7557.90","     7590.95","     7425.80","     7562.40","      221908258","         9585.17"
"14-Jan-2016","     7467.40","     7604.80","     7443.80","     7536.80","      206988549","         9246.75"
"15-Jan-2016","     7561.65","     7566.50","     7427.30","     7437.80","      203643071","         8279.07"
"18-Jan-2016","     7420.35","     7463.65","     7336.40","     7351.00","      240798183","         8431.56"
"19-Jan-2016","     7381.80","     7462.75","     7364.15","     7435.10","      194068339","         7038.84"
"20-Jan-2016","     7357.00","     7470.90","     7241.50","     7309.30","      232614141","         8794.16"
"21-Jan-2016","     7376.65","     7398.70","     7250.00","     7276.80","      248113284","         9401.16"
"22-Jan-2016","     7355.70","     7433.40","     7327.60","     7422.45","      236282061","         7666.39"
"25-Jan-2016","     7468.75","     7487.15","     7421.20","     7436.15","      168202502","         5910.99"
"27-Jan-2016","     7469.60","     7477.90","     7419.70","     7437.75","      193389891","         6834.77"
"28-Jan-2016","     7426.50","     7468.85","     7409.60","     7424.65","      283036298","        10049.88"
"29-Jan-2016","     7413.35","     7575.65","     7402.80","     7563.55","      307934042","        11277.33"
"01-Feb-2016","     7589.50","     7600.45","     7541.25","     7555.95","      206645021","         8209.50"
"02-Feb-2016","     7566.65","     7576.30","     7428.05","     7455.55","      237338907","         8030.99"
"03-Feb-2016","     7392.45","     7419.40","     7350.30","     7361.80","      197863301","         6748.17"
"04-Feb-2016","     7411.45","     7457.05","     7365.95","     7404.00","      229563364","         7465.35"
"05-Feb-2016","     7418.25","     7503.15","     7406.65","     7489.10","      257518899","         8628.24"
"08-Feb-2016","     7489.70","     7512.55","     7363.20","     7387.25","      176758985","         5746.45"
"09-Feb-2016","     7303.95","     7323.45","     7275.15","     7298.20","      218730280","         7415.13"
"10-Feb-2016","     7264.30","     7271.85","     7177.75","     7215.70","      254481339","         8129.65"
"11-Feb-2016","     7203.60","     7208.65","     6959.95","     6976.35","      301302956","         9250.27"
"12-Feb-2016","     7023.65","     7034.80","     6869.00","     6980.95","      344210729","        11062.63"
"15-Feb-2016","     7057.35","     7182.80","     7056.80","     7162.95","      365217073","        10204.34"
"16-Feb-2016","     7201.25","     7204.65","     7037.70","     7048.25","      261607451","         7638.39"
"17-Feb-2016","     7058.85","     7123.70","     6960.65","     7108.45","      268017961","         7686.32"
"18-Feb-2016","     7177.40","     7215.10","     7127.85","     7191.75","      254331498","         8051.51"
"19-Feb-2016","     7170.55","     7226.85","     7145.95","     7210.75","      198206480","         6156.58"
"22-Feb-2016","     7208.85","     7252.40","     7200.70","     7234.55","      159162842","         5832.89"
"23-Feb-2016","     7240.30","     7241.70","     7090.70","     7109.55","      200396978","         6433.16"
"24-Feb-2016","     7075.00","     7090.80","     7009.75","     7018.70","      205898417","         6497.18"
"25-Feb-2016","     7029.85","     7034.20","     6961.40","     6970.60","      291932544","         9090.16"
"26-Feb-2016","     7039.30","     7052.90","     6985.10","     7029.75","      213142575","         6880.96"
"29-Feb-2016","     7050.45","     7094.60","     6825.80","     6987.05","      487969285","        15992.15"
